Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun,Total_Usage_Score,Kondisi_Oli_Score,Kondisi_Rem_Score,Oil_Efficiency,Oil_Change_Urgency
24-01-2024,FJB/8758/SBY/PL/9015,SBY3807919,ALL-NEW-AEROX,2019,68686,Repair,Cukup,Perlu Penggantian,4,2678,5,1,13737,28.5,1,3,669.5,0.8926666666666667
24-01-2024,FJB/4630/SBY/PL/7906,SBY5033561,ALL-NEW-AEROX,2018,56367,Rutin,Cukup,Perlu Penggantian,4,2482,6,2,9394,29.0,1,3,620.5,0.8273333333333334
24-01-2024,FJB/1026/SBY/PL/1840,SBY2668952,MT-15,2024,35,Rutin,Perlu Ganti,Baik,7,4060,0,2,35,7.0,2,0,580.0,1.16
24-01-2024,FJB/9458/SBY/PL/1988,SBY2588614,FREE-GO-S,2019,43258,Repair,Perlu Ganti,Perlu Penggantian,6,2607,5,2,8651,24.0,2,3,434.5,1.0428
24-01-2024,FJB/4304/SBY/PL/2229,SBY4481106,LEXI,2020,28251,Rutin,Perlu Ganti,Perlu Penggantian,7,3171,4,3,7062,21.5,2,3,453.0,1.1325
24-01-2024,FJB/8894/SBY/PL/1699,SBY5810611,MIO,2024,0,Rutin,Cukup,Baik,5,2380,0,0,0,2.0,1,0,476.0,0.952
25-01-2024,FJB/3984/SBY/PL/1790,SBY3398101,MIO-M3 125,2023,8774,Rutin,Baik,Cukup,4,1361,1,0,8774,4.0,0,1,340.25,0.5444
25-01-2024,FJB/5251/SBY/PL/4325,SBY9650550,MIO,2020,44244,Repair,Kritis,Perlu Penggantian,7,3471,4,5,11061,27.5,3,3,495.85714285714283,1.3884
25-01-2024,FJB/3612/SBY/PL/4137,SBY6750238,FILANO-NEO,2021,19684,Repair,Cukup,Perlu Penyetelan,5,2410,3,2,6561,15.0,1,2,482.0,0.8607142857142858
25-01-2024,FJB/4378/SBY/PL/3804,SBY6484596,ALL-NEW-AEROX,2021,28766,Repair,Cukup,Perlu Penggantian,5,2664,3,4,9588,20.0,1,3,532.8,0.888
25-01-2024,FJB/6033/SBY/PL/7334,SBY8269589,FILANO-NEO,2023,11120,Rutin,Cukup,Cukup,5,2384,1,2,11120,9.0,1,1,476.8,0.8514285714285714
25-01-2024,FJB/5193/SBY/PL/7276,SBY7773521,MT-15,2019,70887,Repair,Cukup,Perlu Penggantian,4,2979,5,3,14177,31.5,1,3,744.75,0.8511428571428571
25-01-2024,FJB/6265/SBY/PL/4677,SBY4146593,MIO-M3 125,2024,0,Kupon Gratis I (DUA),Cukup,Baik,4,2031,0,1,0,3.5,1,0,507.75,0.8124
26-01-2024,FJB/7337/SBY/PL/9184,SBY1093237,NMAX-NEO-S,2019,49400,Repair,Perlu Ganti,Perlu Penggantian,5,3293,5,4,9880,29.0,2,3,658.6,1.0976666666666666
26-01-2024,FJB/5376/SBY/PL/5156,SBY5648113,LEXI,2024,0,Rutin,Perlu Ganti,Baik,7,3220,0,3,0,7.5,2,0,460.0,1.15
26-01-2024,FJB/2943/SBY/PL/3480,SBY2569086,NMAX-NEO-S,2021,35148,Repair,Kritis,Perlu Penggantian,8,3757,3,5,11716,23.5,3,3,469.625,1.2523333333333333
26-01-2024,FJB/1051/SBY/PL/3130,SBY5916937,R15,2022,28157,Repair,Cukup,Perlu Penggantian,4,3036,2,2,14078,16.0,1,3,759.0,0.8674285714285714
27-01-2024,FJB/6068/SBY/PL/9218,SBY7534235,LEXI,2022,24554,Repair,Perlu Ganti,Perlu Penyetelan,6,2724,2,1,12277,12.5,2,2,454.0,0.9728571428571429
27-01-2024,FJB/2118/SBY/PL/3485,SBY5133416,FREE-GO-S,2020,28959,Repair,Perlu Ganti,Perlu Penggantian,6,2568,4,3,7239,20.5,2,3,428.0,1.0272
27-01-2024,FJB/7324/SBY/PL/9923,SBY2579451,MIO,2021,21811,Rutin,Perlu Ganti,Perlu Penyetelan,6,2469,3,1,7270,13.5,2,2,411.5,0.9876
27-01-2024,FJB/4959/SBY/PL/4397,SBY5993564,ALL-NEW-AEROX,2021,34949,Repair,Cukup,Perlu Penggantian,5,2706,3,3,11649,19.5,1,3,541.2,0.902
28-01-2024,FJB/6984/SBY/PL/7708,SBY1741289,NMAX-NEO-S,2018,55515,Repair,Baik,Perlu Penggantian,4,1880,6,2,9252,28.0,0,3,470.0,0.6266666666666667
28-01-2024,FJB/5097/SBY/PL/5553,SBY1446449,LEXI,2021,25102,Repair,Kritis,Perlu Penggantian,11,4633,3,5,8367,22.5,3,3,421.1818181818182,1.654642857142857
28-01-2024,FJB/2825/SBY/PL/5454,SBY4269691,ALL-NEW-NMAX,2023,12452,Repair,Perlu Ganti,Cukup,6,2943,1,2,12452,9.0,2,1,490.5,0.981
28-01-2024,FJB/1114/SBY/PL/9696,SBY7320934,ALL-NEW-NMAX,2019,54515,Repair,Baik,Perlu Penggantian,4,2081,5,2,10903,27.0,0,3,520.25,0.6936666666666667
28-01-2024,FJB/7639/SBY/PL/9300,SBY1634397,R15,2023,10328,Repair,Perlu Ganti,Cukup,6,2931,1,1,10328,7.5,2,1,488.5,0.8374285714285714
28-01-2024,FJB/5773/SBY/PL/2467,SBY6581466,X-MAX-CONNEC,2019,67175,Repair,Perlu Ganti,Perlu Penggantian,5,3493,5,3,13435,31.5,2,3,698.6,1.0915625
28-01-2024,FJB/8289/SBY/PL/3566,SBY5433925,MIO-M3 125,2023,11664,Rutin,Cukup,Cukup,4,1804,1,0,11664,5.0,1,1,451.0,0.7216
28-01-2024,FJB/9936/SBY/PL/5394,SBY2643453,VIXION,2021,40603,Repair,Cukup,Perlu Penggantian,5,2850,3,3,13534,21.5,1,3,570.0,0.8142857142857143
29-01-2024,FJB/6087/SBY/PL/3584,SBY8976892,LEXI,2020,34370,Repair,Perlu Ganti,Perlu Penggantian,5,2927,4,3,8592,21.5,2,3,585.4,1.0453571428571429
29-01-2024,FJB/8892/SBY/PL/2169,SBY2738918,ALL-NEW-NMAX,2021,34626,Repair,Perlu Ganti,Perlu Penggantian,6,2708,3,2,11542,18.0,2,3,451.3333333333333,0.9026666666666666
29-01-2024,FJB/8833/SBY/PL/6502,SBY4661810,NMAX-NEO-S,2020,37543,Repair,Cukup,Perlu Penggantian,5,2810,4,2,9385,21.0,1,3,562.0,0.9366666666666666
29-01-2024,FJB/6433/SBY/PL/1716,SBY4517819,XSR 155,2020,29833,Repair,Kritis,Perlu Penggantian,7,5248,4,5,7458,26.5,3,3,749.7142857142857,1.4994285714285713
29-01-2024,FJB/2679/SBY/PL/2767,SBY7944357,MIO-M3 125,2018,77605,Repair,Baik,Perlu Penggantian,3,1445,6,3,12934,34.5,0,3,481.6666666666667,0.578
29-01-2024,FJB/7312/SBY/PL/6294,SBY7988511,X-MAX-CONNEC,2018,99528,Repair,Kritis,Perlu Penggantian,9,5216,6,5,16588,46.5,3,3,579.5555555555555,1.63
29-01-2024,FJB/7838/SBY/PL/8852,SBY9587282,MT-15,2022,19495,Rutin,Cukup,Perlu Penyetelan,3,2677,2,0,9747,10.0,1,2,892.3333333333334,0.7648571428571429
29-01-2024,FJB/6905/SBY/PL/9373,SBY9614494,MIO-M3 125,2021,34420,Rutin,Cukup,Perlu Penggantian,5,2015,3,2,11473,18.0,1,3,403.0,0.806
29-01-2024,FJB/4787/SBY/PL/2636,SBY9546038,NMAX-NEO-S,2021,28096,Repair,Baik,Perlu Penggantian,3,1548,3,1,9365,14.5,0,3,516.0,0.516
30-01-2024,FJB/9080/SBY/PL/9390,SBY4196184,XSR 155,2023,12652,Rutin,Cukup,Cukup,4,3081,1,1,12652,8.5,1,1,770.25,0.8802857142857143
30-01-2024,FJB/3406/SBY/PL/7730,SBY2249491,XSR 155,2022,18699,Repair,Cukup,Perlu Penyetelan,4,3047,2,0,9349,11.0,1,2,761.75,0.8705714285714286
30-01-2024,FJB/1336/SBY/PL/7094,SBY4980805,LEXI,2018,55339,Rutin,Baik,Perlu Penggantian,3,1476,6,2,9223,28.0,0,3,492.0,0.5271428571428571
30-01-2024,FJB/4307/SBY/PL/8766,SBY7181236,MIO,2024,0,Kupon Gratis I (DUA),Cukup,Baik,4,2183,0,1,0,3.5,1,0,545.75,0.8732
30-01-2024,FJB/8202/SBY/PL/9991,SBY1770413,X-MAX-CONNEC,2018,62356,Repair,Perlu Ganti,Perlu Penggantian,5,3291,6,2,10392,31.0,2,3,658.2,1.0284375
30-01-2024,FJB/6053/SBY/PL/5768,SBY8822765,MIO,2020,29921,Repair,Cukup,Perlu Penggantian,5,2372,4,1,7480,17.5,1,3,474.4,0.9488
31-01-2024,FJB/9248/SBY/PL/8385,SBY4126554,XSR 155,2019,60007,Repair,Perlu Ganti,Perlu Penggantian,5,3844,5,2,12001,29.0,2,3,768.8,1.0982857142857143
31-01-2024,FJB/5826/SBY/PL/8720,SBY3322441,ALL-NEW-AEROX,2019,43015,Repair,Perlu Ganti,Perlu Penggantian,7,3882,5,3,8603,26.5,2,3,554.5714285714286,1.294
31-01-2024,FJB/8570/SBY/PL/8160,SBY6679800,LEXI,2024,139,Repair,Perlu Ganti,Baik,6,2835,0,3,139,6.5,2,0,472.5,1.0125
31-01-2024,FJB/5091/SBY/PL/2632,SBY3634251,ALL-NEW-AEROX,2022,24767,Repair,Cukup,Perlu Penyetelan,4,2514,2,1,12383,12.5,1,2,628.5,0.838
31-01-2024,FJB/1893/SBY/PL/7216,SBY7935039,R15,2023,12629,Rutin,Cukup,Cukup,5,2996,1,0,12629,6.0,1,1,599.2,0.856
01-02-2024,FJB/9471/SBY/PL/7469,SBY1299823,LEXI,2024,0,Rutin,Perlu Ganti,Baik,5,2830,0,2,0,5.0,2,0,566.0,1.0107142857142857
01-02-2024,FJB/8221/SBY/PL/8932,SBY9008334,MIO-M3 125,2023,10508,Repair,Cukup,Cukup,5,2276,1,2,10508,9.0,1,1,455.2,0.9104
01-02-2024,FJB/1424/SBY/PL/4772,SBY7105256,XSR 155,2019,66834,Repair,Cukup,Perlu Penggantian,4,2921,5,2,13366,29.0,1,3,730.25,0.8345714285714285
01-02-2024,FJB/2164/SBY/PL/2641,SBY7658177,MIO-M3 125,2023,7660,Repair,Cukup,Baik,5,2474,1,2,7660,8.0,1,0,494.8,0.9896
01-02-2024,FJB/1583/SBY/PL/9917,SBY1447097,FILANO-NEO,2022,20341,Repair,Kritis,Perlu Penyetelan,8,3320,2,4,10170,17.0,3,2,415.0,1.1857142857142857
01-02-2024,FJB/1136/SBY/PL/2359,SBY6121665,X-MAX-CONNEC,2024,350,Kupon Gratis I (DUA),Cukup,Baik,5,2670,0,0,350,2.0,1,0,534.0,0.834375
01-02-2024,FJB/6920/SBY/PL/4547,SBY2939254,ALL-NEW-AEROX,2018,70778,Rutin,Cukup,Perlu Penggantian,5,2646,6,2,11796,32.0,1,3,529.2,0.882
01-02-2024,FJB/3527/SBY/PL/2807,SBY1868047,NMAX-NEO-S,2021,24277,Repair,Perlu Ganti,Perlu Penyetelan,7,3877,3,1,8092,15.5,2,2,553.8571428571429,1.2923333333333333
01-02-2024,FJB/8257/SBY/PL/3471,SBY8375899,NMAX-NEO-S,2023,9441,Repair,Perlu Ganti,Cukup,6,3170,1,1,9441,8.5,2,1,528.3333333333334,1.0566666666666666
01-02-2024,FJB/1768/SBY/PL/1862,SBY7979924,NMAX-NEO-S,2019,48844,Repair,Cukup,Perlu Penggantian,4,2128,5,3,9768,26.5,1,3,532.0,0.7093333333333334
01-02-2024,FJB/1157/SBY/PL/7469,SBY5711808,LEXI,2021,23204,Rutin,Baik,Perlu Penyetelan,3,1513,3,0,7734,12.0,0,2,504.3333333333333,0.5403571428571429
02-02-2024,FJB/3792/SBY/PL/1748,SBY9028451,ALL-NEW-NMAX,2021,24494,Rutin,Cukup,Perlu Penyetelan,5,2955,3,0,8164,13.0,1,2,591.0,0.985
02-02-2024,FJB/6592/SBY/PL/3737,SBY3474593,NMAX-NEO-S,2023,12810,Rutin,Cukup,Cukup,4,2431,1,0,12810,6.0,1,1,607.75,0.8103333333333333
02-02-2024,FJB/4380/SBY/PL/2334,SBY8930660,MIO,2022,24876,Repair,Cukup,Perlu Penyetelan,4,1751,2,2,12438,13.0,1,2,437.75,0.7004
02-02-2024,FJB/8970/SBY/PL/7057,SBY1576355,LEXI,2024,177,Repair,Perlu Ganti,Baik,7,3093,0,2,177,6.0,2,0,441.85714285714283,1.104642857142857
02-02-2024,FJB/9659/SBY/PL/3548,SBY6340581,X-MAX-CONNEC,2018,72453,Repair,Cukup,Perlu Penggantian,5,3081,6,1,12075,32.5,1,3,616.2,0.9628125
03-02-2024,FJB/1820/SBY/PL/3545,SBY7773040,LEXI,2018,50503,Repair,Baik,Perlu Penggantian,4,1510,6,2,8417,27.0,0,3,377.5,0.5392857142857143
03-02-2024,FJB/7613/SBY/PL/8589,SBY3938256,FILANO-NEO,2023,6683,Rutin,Cukup,Baik,5,2056,1,1,6683,6.5,1,0,411.2,0.7342857142857143
03-02-2024,FJB/2972/SBY/PL/7876,SBY3936805,MIO-M3 125,2020,34886,Repair,Kritis,Perlu Penggantian,8,2863,4,5,8721,24.5,3,3,357.875,1.1452
04-02-2024,FJB/5143/SBY/PL/1211,SBY6488630,MIO,2020,35371,Repair,Kritis,Perlu Penggantian,7,3479,4,3,8842,22.5,3,3,497.0,1.3916
04-02-2024,FJB/6155/SBY/PL/4856,SBY1793889,MIO,2023,11229,Repair,Perlu Ganti,Cukup,6,2717,1,1,11229,7.5,2,1,452.8333333333333,1.0868
04-02-2024,FJB/8494/SBY/PL/2825,SBY3053548,NMAX-NEO-S,2024,0,Rutin,Cukup,Baik,5,2635,0,1,0,3.5,1,0,527.0,0.8783333333333333
04-02-2024,FJB/4811/SBY/PL/6092,SBY7590602,ALL-NEW-NMAX,2023,8688,Repair,Kritis,Cukup,7,4048,1,4,8688,13.0,3,1,578.2857142857143,1.3493333333333333
04-02-2024,FJB/2254/SBY/PL/3423,SBY2146204,NMAX-NEO-S,2022,23749,Repair,Kritis,Perlu Penyetelan,6,4273,2,3,11874,17.5,3,2,712.1666666666666,1.4243333333333332
05-02-2024,FJB/2454/SBY/PL/5014,SBY5633219,NMAX-NEO-S,2021,31249,Repair,Cukup,Perlu Penggantian,5,2643,3,2,10416,17.0,1,3,528.6,0.881
05-02-2024,FJB/4691/SBY/PL/1985,SBY1244777,X-MAX-CONNEC,2022,24951,Repair,Kritis,Perlu Penyetelan,8,4418,2,4,12475,19.0,3,2,552.25,1.380625
05-02-2024,FJB/7143/SBY/PL/9759,SBY9950587,ALL-NEW-AEROX,2023,7540,Rutin,Cukup,Baik,4,2121,1,0,7540,5.0,1,0,530.25,0.707
05-02-2024,FJB/6667/SBY/PL/3627,SBY4668972,FAZZIO-NEO-HY,2019,59261,Repair,Cukup,Perlu Penggantian,4,2772,5,1,11852,26.5,1,3,693.0,0.99
05-02-2024,FJB/1622/SBY/PL/2534,SBY3938976,FREE-GO-S,2022,17725,Repair,Cukup,Perlu Penyetelan,5,2246,2,1,8862,10.5,1,2,449.2,0.8984
05-02-2024,FJB/1342/SBY/PL/1520,SBY1923905,LEXI,2021,36098,Rutin,Perlu Ganti,Perlu Penggantian,6,2669,3,3,12032,20.5,2,3,444.8333333333333,0.9532142857142857
05-02-2024,FJB/8335/SBY/PL/9535,SBY7678662,FAZZIO-NEO-HY,2022,18614,Repair,Kritis,Perlu Penyetelan,8,3346,2,5,9307,18.5,3,2,418.25,1.195
06-02-2024,FJB/7263/SBY/PL/2780,SBY1765904,LEXI,2021,33916,Repair,Kritis,Perlu Penggantian,8,3819,3,5,11305,23.5,3,3,477.375,1.3639285714285714
06-02-2024,FJB/3783/SBY/PL/5982,SBY9069741,LEXI,2019,50258,Repair,Cukup,Perlu Penggantian,4,2135,5,2,10051,26.0,1,3,533.75,0.7625
06-02-2024,FJB/8984/SBY/PL/5706,SBY9596289,LEXI,2018,66807,Repair,Cukup,Perlu Penggantian,4,2358,6,1,11134,29.5,1,3,589.5,0.8421428571428572
06-02-2024,FJB/8749/SBY/PL/3032,SBY7214462,FREE-GO-S,2024,363,Repair,Perlu Ganti,Baik,5,2745,0,2,363,5.0,2,0,549.0,1.098
06-02-2024,FJB/2149/SBY/PL/1948,SBY2334791,VIXION,2019,48277,Rutin,Cukup,Perlu Penggantian,3,2750,5,3,9655,26.5,1,3,916.6666666666666,0.7857142857142857
06-02-2024,FJB/4322/SBY/PL/3299,SBY8334319,LEXI,2022,15677,Repair,Perlu Ganti,Perlu Penyetelan,6,2368,2,3,7838,13.5,2,2,394.6666666666667,0.8457142857142858
06-02-2024,FJB/1677/SBY/PL/5902,SBY8888950,ALL-NEW-AEROX,2023,7577,Repair,Perlu Ganti,Baik,6,2634,1,2,7577,8.0,2,0,439.0,0.878
06-02-2024,FJB/7481/SBY/PL/2950,SBY2958965,NMAX-NEO-S,2024,0,Repair,Perlu Ganti,Baik,6,2936,0,3,0,6.5,2,0,489.3333333333333,0.9786666666666667
07-02-2024,FJB/7862/SBY/PL/9842,SBY2447878,MIO-M3 125,2024,0,Rutin,Perlu Ganti,Baik,7,3225,0,2,0,6.0,2,0,460.7142857142857,1.29
07-02-2024,FJB/9920/SBY/PL/9451,SBY5344187,NMAX-NEO-S,2023,9723,Rutin,Cukup,Cukup,5,2534,1,0,9723,6.0,1,1,506.8,0.8446666666666667
07-02-2024,FJB/4770/SBY/PL/6618,SBY2014661,MIO,2019,48461,Repair,Kritis,Perlu Penggantian,8,3257,5,5,9692,30.5,3,3,407.125,1.3028
07-02-2024,FJB/9138/SBY/PL/7210,SBY9737067,FREE-GO-S,2023,6489,Repair,Kritis,Baik,10,4346,1,3,6489,11.5,3,0,434.6,1.7384
07-02-2024,FJB/5808/SBY/PL/4509,SBY2877399,NMAX-NEO-S,2018,68790,Repair,Kritis,Perlu Penggantian,11,5599,6,4,11465,38.0,3,3,509.0,1.8663333333333334
07-02-2024,FJB/9665/SBY/PL/1944,SBY4363618,FREE-GO-S,2021,20752,Rutin,Kritis,Perlu Penyetelan,7,3617,3,4,6917,19.0,3,2,516.7142857142857,1.4468
07-02-2024,FJB/2510/SBY/PL/2816,SBY7807298,VIXION,2022,21149,Repair,Cukup,Perlu Penyetelan,5,3086,2,0,10574,11.0,1,2,617.2,0.8817142857142857
08-02-2024,FJB/9045/SBY/PL/7810,SBY2382732,ALL-NEW-AEROX,2024,0,Kupon Gratis I (DUA),Cukup,Baik,3,2196,0,0,0,2.0,1,0,732.0,0.732
08-02-2024,FJB/5015/SBY/PL/7452,SBY6016059,NMAX-NEO-S,2024,125,Repair,Kritis,Baik,7,3906,0,5,125,10.5,3,0,558.0,1.302
08-02-2024,FJB/3903/SBY/PL/1044,SBY8434627,MIO,2020,35940,Repair,Baik,Perlu Penggantian,3,1361,4,1,8985,17.5,0,3,453.6666666666667,0.5444
08-02-2024,FJB/5765/SBY/PL/6574,SBY3173684,X-MAX-CONNEC,2024,70,Kupon Gratis I (DUA),Cukup,Baik,5,2721,0,0,70,2.0,1,0,544.2,0.8503125
08-02-2024,FJB/5840/SBY/PL/1571,SBY7271856,MIO,2022,14499,Rutin,Cukup,Cukup,5,2013,2,1,7249,10.5,1,1,402.6,0.8052
08-02-2024,FJB/2530/SBY/PL/5939,SBY5669115,ALL-NEW-AEROX,2021,25010,Repair,Cukup,Perlu Penggantian,4,2430,3,3,8336,17.5,1,3,607.5,0.81
08-02-2024,FJB/4658/SBY/PL/1361,SBY4468145,FREE-GO-S,2024,206,Kupon Gratis III (TIGA),Cukup,Baik,4,2112,0,1,206,3.5,1,0,528.0,0.8448
08-02-2024,FJB/1255/SBY/PL/4942,SBY1493424,MT-15,2019,49369,Repair,Cukup,Perlu Penggantian,4,3004,5,2,9873,26.0,1,3,751.0,0.8582857142857143
08-02-2024,FJB/4261/SBY/PL/1925,SBY6334012,XSR 155,2018,59019,Rutin,Baik,Perlu Penggantian,4,1859,6,1,9836,27.5,0,3,464.75,0.5311428571428571
09-02-2024,FJB/8017/SBY/PL/7593,SBY1050341,ALL-NEW-AEROX,2022,23762,Repair,Baik,Perlu Penyetelan,4,2067,2,0,11881,11.0,0,2,516.75,0.689
09-02-2024,FJB/8446/SBY/PL/2213,SBY1533756,MIO,2023,8477,Repair,Cukup,Cukup,4,2173,1,2,8477,8.0,1,1,543.25,0.8692
09-02-2024,FJB/1932/SBY/PL/4281,SBY3968186,X-MAX-CONNEC,2023,11549,Repair,Kritis,Cukup,11,6731,1,2,11549,13.0,3,1,611.9090909090909,2.1034375
09-02-2024,FJB/4766/SBY/PL/8408,SBY7258958,FILANO-NEO,2018,69792,Repair,Cukup,Perlu Penggantian,4,2295,6,2,11632,32.0,1,3,573.75,0.8196428571428571
09-02-2024,FJB/3579/SBY/PL/5614,SBY7766336,MIO,2023,9772,Rutin,Cukup,Cukup,5,2049,1,0,9772,6.0,1,1,409.8,0.8196
09-02-2024,FJB/3489/SBY/PL/2957,SBY3074022,ALL-NEW-AEROX,2024,75,Repair,Cukup,Baik,5,2631,0,2,75,5.0,1,0,526.2,0.877
09-02-2024,FJB/5925/SBY/PL/4382,SBY7215665,MT-15,2021,31533,Repair,Perlu Ganti,Perlu Penggantian,7,4404,3,5,10511,24.5,2,3,629.1428571428571,1.2582857142857142
09-02-2024,FJB/9710/SBY/PL/6131,SBY3109455,FREE-GO-S,2020,34682,Rutin,Kritis,Perlu Penggantian,8,3276,4,4,8670,24.0,3,3,409.5,1.3104
10-02-2024,FJB/3709/SBY/PL/7473,SBY4700694,MT-15,2019,37244,Repair,Perlu Ganti,Perlu Penggantian,6,3291,5,4,7448,27.0,2,3,548.5,0.9402857142857143
10-02-2024,FJB/4838/SBY/PL/8298,SBY5227296,FREE-GO-S,2019,53562,Repair,Kritis,Perlu Penggantian,9,4840,5,5,10712,32.5,3,3,537.7777777777778,1.936
10-02-2024,FJB/1823/SBY/PL/8794,SBY1101415,R15,2023,14395,Repair,Cukup,Cukup,4,2535,1,2,14395,10.0,1,1,633.75,0.7242857142857143
10-02-2024,FJB/8239/SBY/PL/6831,SBY2607144,FAZZIO-NEO-HY,2020,29245,Repair,Perlu Ganti,Perlu Penggantian,5,3041,4,5,7311,24.5,2,3,608.2,1.0860714285714286
11-02-2024,FJB/4768/SBY/PL/7298,SBY4676004,ALL-NEW-AEROX,2022,18030,Repair,Cukup,Perlu Penyetelan,5,2209,2,1,9015,11.5,1,2,441.8,0.7363333333333333
11-02-2024,FJB/5075/SBY/PL/1623,SBY2447117,FAZZIO-NEO-HY,2024,0,Kupon Gratis II (TIGA),Cukup,Baik,4,1974,0,0,0,1.0,1,0,493.5,0.705
11-02-2024,FJB/3144/SBY/PL/9337,SBY5517441,ALL-NEW-NMAX,2023,11556,Rutin,Cukup,Cukup,5,2650,1,1,11556,7.5,1,1,530.0,0.8833333333333333
11-02-2024,FJB/3793/SBY/PL/9825,SBY4934785,R15,2021,35310,Repair,Baik,Perlu Penggantian,3,2150,3,2,11770,18.0,0,3,716.6666666666666,0.6142857142857143
11-02-2024,FJB/7923/SBY/PL/3365,SBY7687594,X-MAX-CONNEC,2024,0,Rutin,Perlu Ganti,Baik,6,3109,0,1,0,4.5,2,0,518.1666666666666,0.9715625
11-02-2024,FJB/5933/SBY/PL/7786,SBY9694603,ALL-NEW-NMAX,2023,12503,Rutin,Cukup,Cukup,5,2572,1,0,12503,6.0,1,1,514.4,0.8573333333333333
11-02-2024,FJB/1894/SBY/PL/1332,SBY6850030,MIO,2022,21129,Repair,Perlu Ganti,Perlu Penyetelan,6,2348,2,2,10564,13.0,2,2,391.3333333333333,0.9392
11-02-2024,FJB/3777/SBY/PL/3928,SBY8915997,ALL-NEW-NMAX,2020,37932,Rutin,Kritis,Perlu Penggantian,8,4074,4,5,9483,27.5,3,3,509.25,1.358
11-02-2024,FJB/4140/SBY/PL/7161,SBY5610798,MT-15,2023,10239,Rutin,Baik,Cukup,3,2049,1,0,10239,6.0,0,1,683.0,0.5854285714285714
11-02-2024,FJB/4124/SBY/PL/2649,SBY8533773,VIXION,2023,12089,Kupon Gratis I (DUA),Cukup,Cukup,5,3004,1,1,12089,8.5,1,1,600.8,0.8582857142857143
11-02-2024,FJB/6781/SBY/PL/4971,SBY8714871,X-MAX-CONNEC,2023,11302,Rutin,Perlu Ganti,Cukup,6,3043,1,1,11302,8.5,2,1,507.1666666666667,0.9509375
12-02-2024,FJB/5497/SBY/PL/5217,SBY6008903,ALL-NEW-NMAX,2019,42392,Repair,Cukup,Perlu Penggantian,4,2686,5,2,8478,24.0,1,3,671.5,0.8953333333333333
12-02-2024,FJB/9939/SBY/PL/3402,SBY8025313,MIO,2022,22779,Repair,Perlu Ganti,Perlu Penyetelan,4,2593,2,3,11389,15.5,2,2,648.25,1.0372
12-02-2024,FJB/7887/SBY/PL/6168,SBY4452111,NMAX-NEO-S,2023,8290,Rutin,Cukup,Cukup,3,2315,1,0,8290,5.0,1,1,771.6666666666666,0.7716666666666666
12-02-2024,FJB/9938/SBY/PL/6001,SBY4830206,MIO,2021,21126,Rutin,Cukup,Perlu Penyetelan,4,1873,3,1,7042,12.5,1,2,468.25,0.7492
12-02-2024,FJB/4864/SBY/PL/8953,SBY3838715,LEXI,2020,30550,Repair,Cukup,Perlu Penggantian,4,2055,4,3,7637,20.5,1,3,513.75,0.7339285714285714
12-02-2024,FJB/8595/SBY/PL/1438,SBY8862689,R15,2021,45479,Repair,Cukup,Perlu Penggantian,4,2679,3,2,15159,21.0,1,3,669.75,0.7654285714285715
12-02-2024,FJB/4657/SBY/PL/6548,SBY3839642,ALL-NEW-NMAX,2023,11435,Rutin,Cukup,Cukup,4,2850,1,1,11435,7.5,1,1,712.5,0.95
12-02-2024,FJB/7108/SBY/PL/8249,SBY3583356,X-MAX-CONNEC,2023,13842,Kupon Gratis I (DUA),Cukup,Cukup,4,2491,1,1,13842,8.5,1,1,622.75,0.7784375
13-02-2024,FJB/1962/SBY/PL/5640,SBY4199316,LEXI,2022,23404,Repair,Kritis,Perlu Penyetelan,8,3088,2,3,11702,16.5,3,2,386.0,1.1028571428571428
13-02-2024,FJB/1170/SBY/PL/4881,SBY3913048,NMAX-NEO-S,2024,0,Rutin,Perlu Ganti,Baik,6,2799,0,2,0,5.0,2,0,466.5,0.933
13-02-2024,FJB/8700/SBY/PL/1804,SBY7492481,NMAX-NEO-S,2019,41004,Repair,Cukup,Perlu Penggantian,4,2195,5,1,8200,22.5,1,3,548.75,0.7316666666666667
13-02-2024,FJB/6078/SBY/PL/7372,SBY8444062,LEXI,2020,43627,Repair,Cukup,Perlu Penggantian,5,2408,4,5,10906,26.5,1,3,481.6,0.86
14-02-2024,FJB/5660/SBY/PL/1981,SBY3282361,ALL-NEW-AEROX,2019,64814,Repair,Perlu Ganti,Perlu Penggantian,6,3485,5,2,12962,30.0,2,3,580.8333333333334,1.1616666666666666
14-02-2024,FJB/1529/SBY/PL/6825,SBY5454069,MIO,2020,27931,Repair,Cukup,Perlu Penggantian,3,1904,4,1,6982,16.5,1,3,634.6666666666666,0.7616
14-02-2024,FJB/3343/SBY/PL/7123,SBY7756626,NMAX-NEO-S,2021,34989,Repair,Perlu Ganti,Perlu Penggantian,6,2966,3,4,11663,21.0,2,3,494.3333333333333,0.9886666666666667
14-02-2024,FJB/1217/SBY/PL/2321,SBY1128340,MIO,2018,55431,Repair,Perlu Ganti,Perlu Penggantian,6,2413,6,4,9238,32.0,2,3,402.1666666666667,0.9652
