Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun,Total_Usage_Score,Kondisi_Oli_Encoded,Kondisi_Rem_Encoded
05-11-2023,FJB/6643/SBY/PL/4930,SBY8209812,MT-15,2023,0,Repair,Kritis,Baik,8,498,0,4,0,6.0,1,0
05-11-2023,FJB/5865/SBY/PL/6174,SBY5046714,MIO,2018,32988,Repair,Kritis,Perlu Penggantian,5,4449,5,5,6597,28.5,1,1
05-11-2023,FJB/3196/SBY/PL/5260,SBY1164335,FAZZIO-NEO-HY,2019,24610,Repair,Kritis,Perlu Penggantian,5,3853,4,4,6152,22.0,1,1
05-11-2023,FJB/4629/SBY/PL/8757,SBY1683181,LEXI,2022,5738,Repair,Perlu Ganti,Baik,6,463,1,4,5738,9.0,2,0
06-11-2023,FJB/8028/SBY/PL/1112,SBY9243378,ALL-NEW-AEROX,2020,42024,Repair,Baik,Perlu Penggantian,4,37,3,2,14008,18.0,0,1
06-11-2023,FJB/9105/SBY/PL/9735,SBY3600013,FREE-GO-S,2020,21782,Repair,Kritis,Perlu Penggantian,1,3094,3,4,7260,19.0,1,1
06-11-2023,FJB/9458/SBY/PL/6032,SBY1276024,FILANO-NEO,2021,19510,Repair,Baik,Perlu Penyetelan,2,1258,2,3,9755,13.5,0,2
06-11-2023,FJB/3235/SBY/PL/2043,SBY6488382,XSR 155,2021,22384,Repair,Perlu Ganti,Perlu Penggantian,5,726,2,3,11192,12.5,2,1
06-11-2023,FJB/7618/SBY/PL/4924,SBY7911260,NMAX-NEO-S,2023,0,Repair,Kritis,Baik,9,2157,0,4,0,8.0,1,0
07-11-2023,FJB/1300/SBY/PL/1806,SBY4774688,LEXI,2023,212,Kupon Gratis I (DUA),Baik,Baik,0,142,0,0,212,0.0,0,0
07-11-2023,FJB/9001/SBY/PL/6831,SBY6665010,R15,2021,15436,Repair,Kritis,Perlu Penyetelan,8,1129,2,3,7718,12.5,1,2
07-11-2023,FJB/1381/SBY/PL/7089,SBY8080832,XSR 155,2020,30052,Repair,Kritis,Perlu Penggantian,1,4492,3,5,10017,23.5,1,1
07-11-2023,FJB/2407/SBY/PL/9867,SBY3959958,MIO,2023,357,Repair,Kritis,Baik,7,2098,0,2,357,5.0,1,0
07-11-2023,FJB/3755/SBY/PL/7831,SBY1830381,X-MAX-CONNEC,2022,11832,Repair,Perlu Ganti,Baik,6,41,1,2,11832,7.0,2,0
08-11-2023,FJB/2468/SBY/PL/7119,SBY4609414,NMAX-NEO-S,2018,58936,Repair,Baik,Perlu Penggantian,2,1096,5,2,11787,27.0,0,1
08-11-2023,FJB/3573/SBY/PL/8045,SBY9439486,NMAX-NEO-S,2023,121,Repair,Kritis,Baik,8,1954,0,3,121,5.5,1,0
08-11-2023,FJB/5878/SBY/PL/5271,SBY1402330,ALL-NEW-AEROX,2018,39536,Repair,Kritis,Perlu Penggantian,8,3398,5,4,7907,27.0,1,1
08-11-2023,FJB/7307/SBY/PL/4712,SBY5594851,LEXI,2022,5881,Repair,Kritis,Baik,1,3773,1,4,5881,12.0,1,0
08-11-2023,FJB/2013/SBY/PL/2334,SBY5718804,X-MAX-CONNEC,2019,54229,Repair,Baik,Perlu Penggantian,1,95,4,3,13557,24.5,0,1
08-11-2023,FJB/9249/SBY/PL/8923,SBY1081680,FILANO-NEO,2019,39439,Repair,Baik,Perlu Penggantian,1,693,4,2,9859,19.0,0,1
08-11-2023,FJB/3252/SBY/PL/1688,SBY6993024,MIO,2018,59141,Repair,Baik,Perlu Penggantian,1,1637,5,3,11828,28.5,0,1
08-11-2023,FJB/7509/SBY/PL/7101,SBY6655637,FAZZIO-NEO-HY,2020,26255,Repair,Kritis,Perlu Penggantian,7,2241,3,3,8751,17.5,1,1
08-11-2023,FJB/9892/SBY/PL/5094,SBY7050771,NMAX-NEO-S,2023,304,Rutin,Baik,Baik,4,736,0,1,304,1.5,0,0
08-11-2023,FJB/3682/SBY/PL/4241,SBY9342280,FILANO-NEO,2018,48522,Repair,Kritis,Perlu Penggantian,8,3581,5,5,9704,30.5,1,1
09-11-2023,FJB/6426/SBY/PL/3712,SBY1712702,LEXI,2022,7282,Repair,Perlu Ganti,Baik,0,2929,1,4,7282,11.0,2,0
09-11-2023,FJB/6049/SBY/PL/9069,SBY3972896,MIO-M3 125,2020,26115,Repair,Perlu Ganti,Perlu Penggantian,5,1458,3,4,8705,18.0,2,1
09-11-2023,FJB/5288/SBY/PL/9479,SBY6156267,FAZZIO-NEO-HY,2020,28372,Repair,Kritis,Perlu Penggantian,8,2453,3,4,9457,20.0,1,1
09-11-2023,FJB/8866/SBY/PL/8975,SBY5589751,MT-15,2019,27385,Repair,Perlu Ganti,Perlu Penggantian,6,19,4,4,6846,20.0,2,1
09-11-2023,FJB/2445/SBY/PL/4145,SBY9838698,NMAX-NEO-S,2021,24638,Repair,Kritis,Perlu Penggantian,7,537,2,4,12319,15.0,1,1
10-11-2023,FJB/6644/SBY/PL/5458,SBY4926917,FILANO-NEO,2022,6084,Repair,Kritis,Baik,9,121,1,3,6084,7.5,1,0
10-11-2023,FJB/5925/SBY/PL/9622,SBY9227480,NMAX-NEO-S,2018,55930,Repair,Kritis,Perlu Penggantian,7,4452,5,5,11186,33.5,1,1
10-11-2023,FJB/3865/SBY/PL/6440,SBY3947918,MIO-M3 125,2018,51260,Repair,Kritis,Perlu Penggantian,9,166,5,5,10252,28.5,1,1
10-11-2023,FJB/4466/SBY/PL/8197,SBY7095913,ALL-NEW-AEROX,2018,44780,Repair,Perlu Ganti,Perlu Penggantian,6,1108,5,4,8956,26.0,2,1
10-11-2023,FJB/4553/SBY/PL/9495,SBY3538951,MIO,2019,28784,Repair,Kritis,Perlu Penggantian,7,3169,4,4,7196,23.0,1,1
10-11-2023,FJB/1027/SBY/PL/3811,SBY8531679,MIO,2021,20202,Repair,Baik,Perlu Penggantian,4,1785,2,2,10101,12.0,0,1
10-11-2023,FJB/4358/SBY/PL/8503,SBY4406240,XSR 155,2020,30600,Repair,Perlu Ganti,Perlu Penggantian,3,2983,3,4,10200,20.0,2,1
11-11-2023,FJB/8183/SBY/PL/6702,SBY6066717,XSR 155,2023,0,Repair,Kritis,Baik,7,3437,0,3,0,7.5,1,0
11-11-2023,FJB/2549/SBY/PL/9203,SBY6310087,ALL-NEW-AEROX,2018,53026,Repair,Baik,Perlu Penggantian,4,367,5,3,10605,25.5,0,1
11-11-2023,FJB/7792/SBY/PL/5383,SBY7910380,FAZZIO-NEO-HY,2021,10723,Repair,Kritis,Perlu Penyetelan,8,493,2,3,5361,10.5,1,2
11-11-2023,FJB/2436/SBY/PL/6890,SBY9864655,LEXI,2022,8030,Repair,Kritis,Baik,9,2958,1,3,8030,9.5,1,0
11-11-2023,FJB/5984/SBY/PL/5183,SBY7333478,NMAX-NEO-S,2019,43573,Repair,Kritis,Perlu Penggantian,9,1388,4,3,10893,22.5,1,1
11-11-2023,FJB/3575/SBY/PL/6752,SBY1603261,MT-15,2020,26010,Repair,Perlu Ganti,Perlu Penggantian,5,2163,3,3,8670,17.5,2,1
11-11-2023,FJB/4244/SBY/PL/5422,SBY7805104,MIO-M3 125,2022,5241,Repair,Perlu Ganti,Baik,3,2497,1,2,5241,8.0,2,0
12-11-2023,FJB/3550/SBY/PL/1197,SBY5750734,R15,2023,80,Repair,Kritis,Baik,8,2544,0,3,80,6.5,1,0
12-11-2023,FJB/5430/SBY/PL/7336,SBY9276187,MIO,2023,0,Rutin,Baik,Baik,0,136,0,1,0,1.5,0,0
12-11-2023,FJB/8496/SBY/PL/3683,SBY2299702,ALL-NEW-AEROX,2023,0,Repair,Perlu Ganti,Baik,1,2693,0,3,0,6.5,2,0
12-11-2023,FJB/4172/SBY/PL/1973,SBY3826847,ALL-NEW-NMAX,2018,44283,Repair,Kritis,Perlu Penggantian,7,3277,5,3,8856,26.5,1,1
12-11-2023,FJB/1391/SBY/PL/2450,SBY2744477,ALL-NEW-NMAX,2023,0,Repair,Kritis,Baik,8,259,0,2,0,3.0,1,0
12-11-2023,FJB/1341/SBY/PL/7510,SBY4067941,LEXI,2022,9362,Repair,Kritis,Baik,3,3644,1,3,9362,11.5,1,0
12-11-2023,FJB/3522/SBY/PL/1082,SBY1158715,NMAX-NEO-S,2020,25834,Repair,Baik,Perlu Penggantian,4,740,3,2,8611,14.0,0,1
13-11-2023,FJB/9945/SBY/PL/2838,SBY8978148,X-MAX-CONNEC,2019,34163,Repair,Kritis,Perlu Penggantian,7,4063,4,4,8540,25.0,1,1
13-11-2023,FJB/2487/SBY/PL/7071,SBY9882513,R15,2021,16689,Repair,Kritis,Perlu Penyetelan,0,3671,2,4,8344,16.0,1,2
13-11-2023,FJB/6201/SBY/PL/2733,SBY9142325,ALL-NEW-NMAX,2022,7575,Repair,Kritis,Baik,0,4453,1,2,7575,10.0,1,0
13-11-2023,FJB/8426/SBY/PL/8582,SBY7579870,MIO,2023,0,Repair,Kritis,Baik,6,4002,0,3,0,8.5,1,0
13-11-2023,FJB/7755/SBY/PL/9458,SBY6182512,VIXION,2020,32644,Repair,Baik,Perlu Penggantian,1,497,3,2,10881,16.0,0,1
13-11-2023,FJB/6549/SBY/PL/3990,SBY6245441,MIO,2020,34378,Repair,Baik,Perlu Penggantian,2,614,3,4,11459,19.0,0,1
13-11-2023,FJB/1835/SBY/PL/4323,SBY3671877,NMAX-NEO-S,2018,50903,Repair,Kritis,Perlu Penggantian,0,3959,5,5,10180,31.5,1,1
14-11-2023,FJB/3339/SBY/PL/4825,SBY8901292,MIO-M3 125,2018,30793,Repair,Kritis,Perlu Penggantian,7,3406,5,4,6158,25.0,1,1
14-11-2023,FJB/7926/SBY/PL/2642,SBY5226134,MIO-M3 125,2023,355,Repair,Perlu Ganti,Baik,4,2857,0,2,355,5.0,2,0
14-11-2023,FJB/3987/SBY/PL/9582,SBY8264244,LEXI,2023,0,Rutin,Baik,Baik,3,991,0,1,0,1.5,0,0
14-11-2023,FJB/5282/SBY/PL/6673,SBY9550864,FILANO-NEO,2021,13390,Repair,Kritis,Perlu Penyetelan,7,3110,2,3,6695,13.5,1,2
14-11-2023,FJB/6747/SBY/PL/1689,SBY1266840,NMAX-NEO-S,2018,57022,Repair,Kritis,Perlu Penggantian,3,3641,5,3,11404,29.5,1,1
14-11-2023,FJB/4188/SBY/PL/8844,SBY6301083,X-MAX-CONNEC,2018,45642,Repair,Kritis,Perlu Penggantian,1,3340,5,4,9128,29.0,1,1
14-11-2023,FJB/4750/SBY/PL/9719,SBY3299327,LEXI,2018,49552,Repair,Kritis,Perlu Penggantian,3,4371,5,4,9910,31.0,1,1
14-11-2023,FJB/7440/SBY/PL/2008,SBY2497907,NMAX-NEO-S,2022,8957,Repair,Kritis,Baik,7,2727,1,3,8957,9.5,1,0
15-11-2023,FJB/7394/SBY/PL/3944,SBY8960300,FREE-GO-S,2018,45264,Repair,Kritis,Perlu Penggantian,8,461,5,4,9052,26.0,1,1
15-11-2023,FJB/9826/SBY/PL/3146,SBY8278868,LEXI,2020,26089,Repair,Kritis,Perlu Penggantian,4,4177,3,4,8696,21.0,1,1
15-11-2023,FJB/4805/SBY/PL/2591,SBY5391286,FILANO-NEO,2022,7255,Repair,Kritis,Baik,7,3067,1,2,7255,9.0,1,0
15-11-2023,FJB/8541/SBY/PL/9373,SBY9181520,LEXI,2023,0,Kupon Gratis I (DUA),Baik,Baik,0,726,0,0,0,0.0,0,0
16-11-2023,FJB/1665/SBY/PL/5937,SBY4778849,XSR 155,2019,38043,Repair,Kritis,Perlu Penggantian,1,4161,4,5,9510,27.5,1,1
16-11-2023,FJB/6722/SBY/PL/6275,SBY4573510,MIO,2020,29747,Repair,Kritis,Perlu Penggantian,7,2188,3,3,9915,18.5,1,1
16-11-2023,FJB/4392/SBY/PL/9756,SBY1464415,ALL-NEW-AEROX,2020,32264,Repair,Kritis,Perlu Penggantian,9,668,3,4,10754,19.0,1,1
17-11-2023,FJB/4978/SBY/PL/5821,SBY1595878,MIO,2018,55203,Repair,Baik,Perlu Penggantian,4,1155,5,3,11040,27.5,0,1
17-11-2023,FJB/1784/SBY/PL/6251,SBY5569100,FREE-GO-S,2022,7669,Rutin,Baik,Baik,0,1525,1,1,7669,5.5,0,0
17-11-2023,FJB/3988/SBY/PL/3775,SBY7273918,MIO,2019,41342,Repair,Kritis,Perlu Penggantian,7,4431,4,5,10335,28.5,1,1
17-11-2023,FJB/1815/SBY/PL/3245,SBY3663484,FAZZIO-NEO-HY,2023,0,Repair,Kritis,Baik,5,4377,0,3,0,8.5,1,0
17-11-2023,FJB/6126/SBY/PL/4070,SBY4142634,VIXION,2021,16264,Rutin,Baik,Perlu Penyetelan,4,1934,2,1,8132,9.5,0,2
17-11-2023,FJB/6672/SBY/PL/8821,SBY5273040,LEXI,2018,48826,Repair,Baik,Perlu Penggantian,2,361,5,2,9765,23.0,0,1
17-11-2023,FJB/6161/SBY/PL/8480,SBY2247980,LEXI,2022,7906,Repair,Kritis,Baik,9,2409,1,2,7906,8.0,1,0
17-11-2023,FJB/6081/SBY/PL/1079,SBY6013796,MT-15,2018,48204,Repair,Kritis,Perlu Penggantian,5,3963,5,4,9640,29.0,1,1
17-11-2023,FJB/8073/SBY/PL/7037,SBY8006991,MIO,2023,0,Repair,Kritis,Baik,7,2608,0,2,0,5.0,1,0
18-11-2023,FJB/7567/SBY/PL/4561,SBY6231483,MIO,2021,19008,Repair,Kritis,Perlu Penyetelan,6,3857,2,4,9504,17.0,1,2
18-11-2023,FJB/2780/SBY/PL/4631,SBY3063499,LEXI,2018,34061,Repair,Kritis,Perlu Penggantian,7,4341,5,4,6812,27.0,1,1
18-11-2023,FJB/3328/SBY/PL/6455,SBY4634030,NMAX-NEO-S,2023,0,Repair,Kritis,Baik,5,3878,0,3,0,7.5,1,0
18-11-2023,FJB/2221/SBY/PL/8851,SBY2912325,LEXI,2018,28038,Repair,Baik,Perlu Penggantian,4,1168,5,4,5607,23.0,0,1
18-11-2023,FJB/4017/SBY/PL/9508,SBY5076796,NMAX-NEO-S,2023,0,Repair,Kritis,Baik,7,1181,0,4,0,7.0,1,0
18-11-2023,FJB/8944/SBY/PL/7902,SBY4365873,FREE-GO-S,2018,36489,Repair,Kritis,Perlu Penggantian,6,4496,5,4,7297,28.0,1,1
18-11-2023,FJB/7745/SBY/PL/2835,SBY8429760,MIO,2019,42402,Repair,Kritis,Perlu Penggantian,8,1129,4,4,10600,24.0,1,1
18-11-2023,FJB/3356/SBY/PL/8521,SBY5529901,X-MAX-CONNEC,2018,57656,Repair,Kritis,Perlu Penggantian,7,186,5,4,11531,28.0,1,1
18-11-2023,FJB/9824/SBY/PL/7828,SBY4912822,LEXI,2019,36183,Repair,Kritis,Perlu Penggantian,8,4248,4,4,9045,26.0,1,1
18-11-2023,FJB/6740/SBY/PL/6069,SBY9886110,FREE-GO-S,2021,18491,Repair,Kritis,Perlu Penyetelan,7,1558,2,4,9245,15.0,1,2
19-11-2023,FJB/5788/SBY/PL/5085,SBY5234038,MIO,2019,26321,Repair,Perlu Ganti,Perlu Penggantian,6,1577,4,3,6580,18.5,2,1
19-11-2023,FJB/6817/SBY/PL/4433,SBY3325366,NMAX-NEO-S,2019,36474,Repair,Kritis,Perlu Penggantian,9,3624,4,3,9118,23.5,1,1
19-11-2023,FJB/6184/SBY/PL/5630,SBY5321748,ALL-NEW-AEROX,2020,29782,Repair,Perlu Ganti,Perlu Penggantian,6,2394,3,3,9927,18.5,2,1
19-11-2023,FJB/9554/SBY/PL/5708,SBY5247859,NMAX-NEO-S,2018,46179,Repair,Perlu Ganti,Perlu Penggantian,6,2472,5,2,9235,25.0,2,1
19-11-2023,FJB/4893/SBY/PL/5361,SBY4793835,MIO,2023,193,Repair,Kritis,Baik,6,4083,0,3,193,8.5,1,0
19-11-2023,FJB/9026/SBY/PL/4719,SBY1545880,XSR 155,2021,21499,Repair,Kritis,Perlu Penggantian,8,2640,2,4,10749,16.0,1,1
19-11-2023,FJB/5524/SBY/PL/6057,SBY1826741,MIO-M3 125,2018,49405,Repair,Kritis,Perlu Penggantian,7,4123,5,4,9881,30.0,1,1
20-11-2023,FJB/9963/SBY/PL/2386,SBY2107026,ALL-NEW-NMAX,2019,37267,Repair,Kritis,Perlu Penggantian,8,2437,4,4,9316,24.0,1,1
20-11-2023,FJB/8217/SBY/PL/9116,SBY9932897,FILANO-NEO,2022,8292,Rutin,Baik,Baik,3,63,1,0,8292,3.0,0,0
20-11-2023,FJB/9884/SBY/PL/9997,SBY9656362,FILANO-NEO,2020,24508,Repair,Perlu Ganti,Perlu Penggantian,2,2789,3,3,8169,17.5,2,1
20-11-2023,FJB/6050/SBY/PL/3224,SBY3294553,ALL-NEW-NMAX,2018,46271,Repair,Kritis,Perlu Penggantian,6,3314,5,5,9254,30.5,1,1
20-11-2023,FJB/6135/SBY/PL/8105,SBY7082332,FAZZIO-NEO-HY,2018,32793,Repair,Kritis,Perlu Penggantian,5,3806,5,4,6558,26.0,1,1
20-11-2023,FJB/3369/SBY/PL/7134,SBY8866778,ALL-NEW-AEROX,2019,49311,Repair,Perlu Ganti,Perlu Penggantian,0,2848,4,3,12327,24.5,2,1
20-11-2023,FJB/9854/SBY/PL/5025,SBY8583936,LEXI,2019,36808,Repair,Kritis,Perlu Penggantian,5,4468,4,5,9202,27.5,1,1
21-11-2023,FJB/7134/SBY/PL/3861,SBY2734916,NMAX-NEO-S,2019,33392,Repair,Kritis,Perlu Penggantian,7,2480,4,4,8348,23.0,1,1
21-11-2023,FJB/9390/SBY/PL/9191,SBY8364878,ALL-NEW-AEROX,2019,49003,Repair,Kritis,Perlu Penggantian,7,3189,4,3,12250,25.5,1,1
21-11-2023,FJB/4583/SBY/PL/3006,SBY5795439,FILANO-NEO,2018,43051,Repair,Perlu Ganti,Perlu Penggantian,5,1008,5,4,8610,26.0,2,1
21-11-2023,FJB/5865/SBY/PL/8113,SBY3152804,MT-15,2018,40236,Repair,Kritis,Perlu Penggantian,2,3886,5,4,8047,27.0,1,1
22-11-2023,FJB/3088/SBY/PL/7407,SBY3743950,XSR 155,2019,36189,Repair,Kritis,Perlu Penggantian,8,1693,4,3,9047,21.5,1,1
22-11-2023,FJB/2565/SBY/PL/7492,SBY1184695,ALL-NEW-AEROX,2021,20444,Repair,Baik,Perlu Penggantian,2,1818,2,2,10222,12.0,0,1
22-11-2023,FJB/7100/SBY/PL/9409,SBY7735038,MIO-M3 125,2020,25292,Repair,Kritis,Perlu Penggantian,4,3482,3,5,8430,21.5,1,1
22-11-2023,FJB/5258/SBY/PL/5697,SBY2779740,NMAX-NEO-S,2023,0,Repair,Kritis,Baik,7,117,0,3,0,4.5,1,0
22-11-2023,FJB/1401/SBY/PL/9812,SBY3211994,MIO-M3 125,2020,19492,Repair,Kritis,Perlu Penggantian,2,3495,3,4,6497,19.0,1,1
22-11-2023,FJB/1654/SBY/PL/2546,SBY5766059,FREE-GO-S,2019,40319,Repair,Kritis,Perlu Penggantian,9,3939,4,4,10079,25.0,1,1
22-11-2023,FJB/3648/SBY/PL/3848,SBY2297554,ALL-NEW-NMAX,2023,0,Rutin,Baik,Baik,4,369,0,1,0,1.5,0,0
22-11-2023,FJB/9866/SBY/PL/6624,SBY4471525,ALL-NEW-NMAX,2019,28817,Repair,Baik,Perlu Penggantian,3,220,4,4,7204,20.0,0,1
22-11-2023,FJB/8112/SBY/PL/9545,SBY7166145,LEXI,2022,9882,Repair,Perlu Ganti,Baik,5,2584,1,3,9882,10.5,2,0
23-11-2023,FJB/1287/SBY/PL/6658,SBY5404057,FREE-GO-S,2022,7854,Repair,Kritis,Baik,2,3928,1,2,7854,9.0,1,0
23-11-2023,FJB/3637/SBY/PL/4551,SBY6234745,X-MAX-CONNEC,2022,8415,Rutin,Baik,Baik,2,932,1,1,8415,4.5,0,0
23-11-2023,FJB/2141/SBY/PL/6843,SBY9684263,FREE-GO-S,2022,6644,Repair,Kritis,Baik,1,4041,1,4,6644,13.0,1,0
23-11-2023,FJB/6611/SBY/PL/2824,SBY3753843,NMAX-NEO-S,2019,39883,Repair,Perlu Ganti,Perlu Penggantian,5,1448,4,4,9970,23.0,2,1
23-11-2023,FJB/6577/SBY/PL/1062,SBY7529785,FAZZIO-NEO-HY,2021,13255,Repair,Kritis,Perlu Penyetelan,2,3828,2,4,6627,15.0,1,2
23-11-2023,FJB/8782/SBY/PL/9492,SBY9446688,X-MAX-CONNEC,2022,13811,Rutin,Perlu Ganti,Perlu Penyetelan,6,1725,1,1,13811,7.5,2,2
23-11-2023,FJB/4116/SBY/PL/2984,SBY6062593,NMAX-NEO-S,2022,10623,Rutin,Perlu Ganti,Baik,5,904,1,1,10623,5.5,2,0
23-11-2023,FJB/5997/SBY/PL/8473,SBY5855611,XSR 155,2022,11795,Repair,Kritis,Baik,4,4115,1,3,11795,12.5,1,0
23-11-2023,FJB/9994/SBY/PL/8652,SBY3203597,FREE-GO-S,2021,13363,Repair,Kritis,Perlu Penyetelan,0,3134,2,3,6681,13.5,1,2
23-11-2023,FJB/4850/SBY/PL/8925,SBY9837991,FAZZIO-NEO-HY,2019,39062,Repair,Kritis,Perlu Penggantian,9,4483,4,5,9765,27.5,1,1
23-11-2023,FJB/7913/SBY/PL/1817,SBY1919247,VIXION,2020,29360,Repair,Kritis,Perlu Penggantian,1,3661,3,5,9786,22.5,1,1
24-11-2023,FJB/1406/SBY/PL/9669,SBY6045000,MIO-M3 125,2023,0,Repair,Kritis,Baik,1,4291,0,4,0,10.0,1,0
24-11-2023,FJB/8811/SBY/PL/6827,SBY5974083,XSR 155,2021,22109,Repair,Perlu Ganti,Perlu Penggantian,0,2086,2,3,11054,14.5,2,1
24-11-2023,FJB/7040/SBY/PL/4666,SBY2011202,MIO,2019,37641,Repair,Perlu Ganti,Perlu Penggantian,5,1036,4,4,9410,23.0,2,1
24-11-2023,FJB/9731/SBY/PL/3097,SBY3119617,FREE-GO-S,2019,37859,Repair,Perlu Ganti,Perlu Penggantian,0,2368,4,4,9464,24.0,2,1
24-11-2023,FJB/4997/SBY/PL/1147,SBY8743993,ALL-NEW-AEROX,2020,31478,Repair,Perlu Ganti,Perlu Penggantian,5,2464,3,4,10492,20.0,2,1
24-11-2023,FJB/2533/SBY/PL/1190,SBY9240553,X-MAX-CONNEC,2019,32273,Repair,Kritis,Perlu Penggantian,8,1218,4,3,8068,20.5,1,1
24-11-2023,FJB/9903/SBY/PL/7328,SBY8571771,MIO,2022,9499,Repair,Kritis,Baik,1,3881,1,4,9499,13.0,1,0
24-11-2023,FJB/6677/SBY/PL/2805,SBY2231051,ALL-NEW-NMAX,2019,23533,Repair,Baik,Perlu Penggantian,4,1479,4,2,5883,17.0,0,1
24-11-2023,FJB/1806/SBY/PL/6435,SBY9159783,ALL-NEW-AEROX,2022,12179,Repair,Kritis,Perlu Penyetelan,7,3672,1,3,12179,11.5,1,2
24-11-2023,FJB/1217/SBY/PL/7279,SBY9981635,MIO,2022,7770,Kupon Gratis III (TIGA),Baik,Baik,3,1319,1,0,7770,4.0,0,0
25-11-2023,FJB/3863/SBY/PL/6967,SBY8580937,LEXI,2023,156,Repair,Kritis,Baik,0,3320,0,4,156,9.0,1,0
25-11-2023,FJB/3423/SBY/PL/5816,SBY6802621,ALL-NEW-AEROX,2022,14199,Repair,Kritis,Perlu Penyetelan,7,2739,1,4,14199,13.0,1,2
25-11-2023,FJB/8353/SBY/PL/6098,SBY2470636,ALL-NEW-AEROX,2023,202,Repair,Kritis,Baik,3,4400,0,3,202,8.5,1,0
25-11-2023,FJB/5545/SBY/PL/4712,SBY1674337,MT-15,2019,42760,Repair,Kritis,Perlu Penggantian,5,3008,4,4,10690,26.0,1,1
26-11-2023,FJB/7863/SBY/PL/3545,SBY4437774,MIO,2019,25781,Repair,Kritis,Perlu Penggantian,3,3343,4,4,6445,22.0,1,1
26-11-2023,FJB/5605/SBY/PL/4870,SBY1921851,ALL-NEW-NMAX,2019,34976,Repair,Perlu Ganti,Perlu Penggantian,3,2784,4,3,8744,21.5,2,1
26-11-2023,FJB/6743/SBY/PL/7808,SBY8925629,MIO-M3 125,2018,51226,Repair,Kritis,Perlu Penggantian,4,3640,5,3,10245,28.5,1,1
26-11-2023,FJB/7451/SBY/PL/2531,SBY1170905,MIO,2019,39029,Repair,Kritis,Perlu Penggantian,0,3331,4,4,9757,25.0,1,1
26-11-2023,FJB/8956/SBY/PL/7676,SBY4400146,FAZZIO-NEO-HY,2018,44602,Repair,Perlu Ganti,Perlu Penggantian,5,68,5,3,8920,23.5,2,1
26-11-2023,FJB/3870/SBY/PL/7259,SBY4034933,NMAX-NEO-S,2019,54703,Repair,Kritis,Perlu Penggantian,2,3146,4,4,13675,29.0,1,1
27-11-2023,FJB/7614/SBY/PL/7427,SBY3044652,XSR 155,2019,50758,Repair,Kritis,Perlu Penggantian,3,4458,4,3,12689,27.5,1,1
27-11-2023,FJB/2396/SBY/PL/3847,SBY4182117,NMAX-NEO-S,2019,47876,Repair,Kritis,Perlu Penggantian,0,3240,4,4,11969,27.0,1,1
27-11-2023,FJB/9758/SBY/PL/8547,SBY1738567,MT-15,2021,14358,Repair,Perlu Ganti,Perlu Penyetelan,5,373,2,2,7179,10.0,2,2
27-11-2023,FJB/6615/SBY/PL/3035,SBY1825225,R15,2019,40030,Repair,Perlu Ganti,Perlu Penggantian,3,2463,4,4,10007,24.0,2,1
28-11-2023,FJB/2295/SBY/PL/7739,SBY2050863,MIO,2019,28413,Repair,Perlu Ganti,Perlu Penggantian,2,2620,4,4,7103,22.0,2,1
28-11-2023,FJB/1632/SBY/PL/7905,SBY4171259,MIO,2021,17473,Repair,Perlu Ganti,Perlu Penyetelan,5,898,2,4,8736,13.0,2,2
28-11-2023,FJB/6953/SBY/PL/2739,SBY4363942,X-MAX-CONNEC,2022,11555,Repair,Kritis,Baik,9,1981,1,4,11555,11.0,1,0
28-11-2023,FJB/1571/SBY/PL/5349,SBY8344045,MIO-M3 125,2019,32017,Repair,Kritis,Perlu Penggantian,9,3026,4,5,8004,25.5,1,1
28-11-2023,FJB/1076/SBY/PL/2663,SBY6592902,R15,2018,61856,Repair,Kritis,Perlu Penggantian,8,1013,5,4,12371,30.0,1,1
28-11-2023,FJB/6987/SBY/PL/1115,SBY2760532,LEXI,2021,13307,Repair,Kritis,Perlu Penyetelan,6,3529,2,4,6653,15.0,1,2
28-11-2023,FJB/6113/SBY/PL/9881,SBY3418670,ALL-NEW-AEROX,2023,0,Repair,Perlu Ganti,Baik,6,1546,0,3,0,5.5,2,0
29-11-2023,FJB/5558/SBY/PL/8961,SBY4277092,MIO,2019,36653,Repair,Perlu Ganti,Perlu Penggantian,3,2093,4,4,9163,24.0,2,1
29-11-2023,FJB/2646/SBY/PL/2495,SBY3249352,NMAX-NEO-S,2020,35405,Repair,Kritis,Perlu Penggantian,5,3838,3,4,11801,22.0,1,1
29-11-2023,FJB/3076/SBY/PL/4548,SBY5104098,MIO-M3 125,2020,28330,Repair,Baik,Perlu Penggantian,1,369,3,2,9443,15.0,0,1
29-11-2023,FJB/9370/SBY/PL/8758,SBY1807791,MIO,2022,10741,Repair,Kritis,Baik,5,3551,1,3,10741,11.5,1,0
29-11-2023,FJB/3964/SBY/PL/2555,SBY5776498,FILANO-NEO,2021,17812,Repair,Perlu Ganti,Perlu Penyetelan,5,563,2,4,8906,13.0,2,2
29-11-2023,FJB/9411/SBY/PL/7624,SBY2056731,X-MAX-CONNEC,2023,284,Repair,Kritis,Baik,8,1565,0,3,284,5.5,1,0
